ability_1,ability_2,win_rate
Corrosive Skin,Retaliate,48.4
Omniknight,Phantom Strike,55.52
Nature's Prophet,Strafe,53.02
Pugna,Earth Spike,62.28
Clinkz,Poison Attack,46.26
Enchant Totem,Tree Grab,51.25
Keeper of the Light,Ice Vortex,42.35
Mars,True Form,51.79
Leshrac,Nethertoxin,58.21
Grimstroke,Homing Missile,51.07
Shackles,Chain Frost,56.43
Nature's Prophet,Blade Dance,48.21
Monkey King,Grow,47.14
Saltwater Shiv,Focus Fire Facet,41.79
Monkey King,Overpower,52.14
Tidehunter,Quill Spray,57.14
Slithereen Crush,Ravage,52.86
Death Prophet,Poison Attack,58.93
Muerta,Phantasm,55.0
Enchant Totem,Anchor Smash,55.36
Techies,Ghoul Frenzy,56.43
Witch Doctor,Earth Spike,54.64
Gyrocopter,Arc Lightning,57.5
Fiend's Grip,Magic Missile,55.71
Astral Spirit,Walrus PUNCH!,49.64
Techies,Unknown Ability #1519,49.64
Poison Attack,Burning Spear,49.29
Chaos Knight,Great Cleave,50.36
Skywrath Mage,Shrapnel,47.86
Visage,Frostbite,48.93
Snapfire,Dark Ascension,49.64
Arena Of Blood,Tombstone,51.43
Pulverize,Sand Storm,57.14
Legion Commander,Lunar Orbit,51.07
Legion Commander,Natural Order,56.79
Puck,Arc Lightning,50.0
Rot,Electric Vortex,51.79
Nature's Attendants,Dispersion,61.79
Eye of the Storm,Dispersion,57.5
Brewmaster,Chemical Rage,48.57
Techies,Impetus,57.86
Phantom Lancer,Tree Grab,55.0
Windranger,Hammer of Purity,50.71
Hoodwink,Incapacitating Bite,50.0
Torrent,Cloak and Dagger,54.64
Pugna,Death Ward,54.64
Techies,Moonlight Shadow,54.64
Muerta,Poison Attack,59.64
Escape Act,Fiend's Grip,52.86
Clinkz,Meld,43.57
Keeper of the Light,Rocket Flare,40.36
Muerta,Shackleshot,53.57
Aftershock,Plague Ward,48.93
Windranger,Frost Arrows,50.0
Zeus,Frostbite,51.43
Monkey King,Shapeshift,61.79
Eye of the Storm,Vengeance Aura,49.64
Lina,Mind Flare,46.43
Necrophos,Nether Blast,42.86
Multishot,Grow,48.57
Crystal Maiden,Mana Break,46.95
Techies,Surge,54.84
Fiend's Grip,Ether Shock,46.24
Nyx Assassin,Blade Fury,58.78
Luna,Juxtapose,54.12
Toss,Blink,49.1
Jakiro,Glaives of Wisdom,54.84
Zeus,Magic Missile,50.9
Nature's Prophet,Hammer of Purity,44.44
Muerta,Ghoul Frenzy,50.54
Uproar,Heartstopper Aura,62.01
Terrorblade,Doppelganger,58.78
Brewmaster,Omnislash,41.94
Slark,Hunter in the Night,51.61
Slark,Infest,43.01
Finger of Death,Electric Vortex,49.82
Slark,Grave Chill,42.65
Venomancer,Incapacitating Bite,50.9
Phantom Assassin,Omnislash,43.01
Aftershock,Spawn Spiderlings,56.27
Clockwerk,Reincarnation,56.27
Centaur Warrunner,Battery Assault,57.71
Impetus,Overpower,46.24
Primal Beast,Shukuchi,62.72
Phantom Strike,Battery Assault,55.56
Troll Warlord,Headshot,45.16
Brewmaster,Cinder Brew,50.54
Gyrocopter,Heavenly Jump,53.05
Disruptor,Meat Hook,44.44
Windrun,Death Ward,59.35
Windranger,Headshot,42.45
Troll Warlord,Focus Fire Facet,41.01
Drow Ranger,Bloodlust,58.27
Terrorblade,True Form,58.63
Disruptor,Avalanche,53.24
Bane,Bash of the Deep,47.12
Aftershock,Dark Pact,62.95
Fiend's Grip,Wraithfire Blast,55.04
Leshrac,Vacuum,58.27
Lina,Macropyre,44.96
Hoodwink,Hammer of Purity,52.88
Mass Serpent Ward,Nether Blast,48.2
Nature's Prophet,Presence of the Dark Lord,50.36
Dragon Tail,Charge of Darkness,51.08
Lina,Chain Frost,54.68
Kunkka,Bodyguard,51.44
Rot,Primal Split,58.27
Windranger,Jinada,52.52
Luna,Psi Blades,60.79
Lion,Sacred Arrow,53.24
Mirana,Multishot,41.01
Pudge,Frost Shield,40.65
Nyx Assassin,Tree Grab,57.55
God's Strength,Headshot,60.79
Muerta,Moon Glaives,52.52
Blink,Hoof Stomp,56.47
Ogre Magi,Anchor Smash,52.52
Slark,Great Cleave,45.68
Windranger,Poison Attack,57.91
Juggernaut,Hunter in the Night,53.6
Tree Dance,Wukong's Command,48.01
Laguna Blade,Crypt Swarm,46.93
Bloodrage,Tree Grab,52.71
Storm Surge,Berserker's Call,55.96
Medusa,Wyrm's Wrath,56.68
Mars,Finger of Death,50.9
Jakiro,Feast of Souls,45.13
Omniknight,Dispersion,65.34
Monkey King,Reality Rift,53.07
Storm Surge,Corrosive Skin,51.62
Sniper,Rage,58.84
Clockwerk,Burrowstrike,57.04
Leap,God's Strength,55.96
Enigma,Rearm,41.88
Skywrath Mage,Mana Drain,42.6
Ghostship,Gush,47.29
Invoker,Infernal Blade,43.68
Inner Beast,Moon Glaives,54.51
Rubick,Avalanche,55.6
Enigma,Storm Hammer,54.15
Ogre Magi,Tidebringer,60.65
Clockwerk,Eye of the Storm,48.74
Keeper of the Light,Nethertoxin,44.04
Lone Druid,Headshot,41.16
Tidehunter,Reactive Armor,54.51
Treant Protector,Feral Impulse,43.68
Oracle,Wild Axes,56.68
Shukuchi,Flaming Lasso,53.07
Oracle,Lucent Beam,51.99
Presence of the Dark Lord,Corrosive Haze,54.15
Blink,Reverse Polarity,57.4
Mass Serpent Ward,Teleportation,46.21
Avalanche,Split Earth,57.04
Presence of the Dark Lord,Infest,49.1
Dark Seer,Meat Hook,54.71
Void Spirit,Aftershock,60.14
Slark,Berserker's Blood,52.9
Batrider,Arc Lightning,50.36
Grimstroke,Powershot,51.09
Saltwater Shiv,Elder Dragon Form,45.65
Mirana,Ghoul Frenzy,51.45
Laguna Blade,Sacred Arrow,50.72
Nature's Prophet,Fiery Soul,53.99
Mass Serpent Ward,Avalanche,54.71
Lina,Viper Strike,52.9
Ogre Magi,Uproar,57.97
Hoodwink,Focus Fire Facet,44.2
Nature's Prophet,Poison Sting,54.35
Death Prophet,Infernal Blade,57.61
Dream Coil,Moon Glaives,56.16
Hoodwink,Fiery Soul,50.0
Monkey King,True Form,49.28
Saltwater Shiv,Omnislash,44.93
Mind Flare,Aftershock,50.36
Blade Dance,Tree Grab,49.64
Dragon Knight,Nature's Attendants,56.88
Skywrath Mage,Shadow Strike,43.48
Witch Doctor,Light Strike Array,52.9
Keeper of the Light,Magic Missile,55.8
Leshrac,Shrapnel,56.73
Rubick,Shadow Strike,46.55
Grimstroke,Sacred Arrow,49.09
Primal Beast,Lunar Orbit,54.18
Great Cleave,Shapeshift,53.82
Gyrocopter,Strafe,52.73
Slark,Stifling Dagger,49.45
Blade Dance,Focus Fire Facet,37.82
Earth Spike,Ice Path,61.45
Shadow Fiend,Searing Arrows,57.82
Poison Sting,Stifling Dagger,50.55
Ogre Magi,Hammer of Purity,49.45
Rage,Berserker's Blood,57.09
Rubick,Mystic Flare,51.27
Ancient Apparition,Meld,39.64
Oracle,Brain Sap,50.91
Laser,Lucent Beam,49.82
Keeper of the Light,Fissure,54.18
Morphling,Time Lock,52.0
Hoodwink,Blade Dance,48.73
Oracle,Macropyre,48.36
Tinker,Cloak and Dagger,51.64
Mind Flare,Wild Axes,47.27
Vengeful Spirit,Split Shot,45.45
Shadow Shaman,Magic Missile,48.36
Leshrac,Maledict,59.64
Timbersaw,Heartstopper Aura,52.0
Disruptor,Rearm,40.0
Strafe,Moonlight Shadow,41.09
Mortal Strike,Great Cleave,49.64
Strafe,Headshot,42.7
Black Hole,Rage,50.36
Batrider,Assassinate,51.82
Dazzle,Poison Sting,54.38
Windranger,Nightmare,51.82
Treant Protector,Great Cleave,48.54
Tree Grab,Blink Strike,47.08
Blade Fury,Epicenter,52.92
Finger of Death,Sacred Arrow,46.72
Mirana,Incapacitating Bite,52.92
Frost Blast,Cloak and Dagger,54.01
Witch Doctor,Wraithfire Blast,46.35
Clinkz,Moon Glaives,42.34
Sacred Arrow,Lightning Bolt,56.57
Arc Warden,Mortal Strike,56.93
Morphling,Mind Flare,48.91
Great Cleave,Reality Rift,50.73
Chain Frost,Blink,57.66
Razor,Saltwater Shiv,48.18
Arc Warden,Glaives of Wisdom,58.39
Dragon Tail,Shukuchi,62.04
Leshrac,Smoke Screen,56.2
Dazzle,Focus Fire Facet,48.91
Pugna,Avalanche,59.12
Sand King,Blade Fury,46.35
Timbersaw,Kraken Shell,43.43
Strafe,Chilling Touch,46.72
Magnus,Waveform,46.72
Uproar,Storm Surge,55.47
Rubick,Reaper's Scythe,51.09
Laguna Blade,Shadow Strike,41.61
Lone Druid,Frost Arrows,47.99
Invoker,Powershot,46.89
Nature's Prophet,Feast of Souls,45.05
Phantasm,Split Shot,56.78
Sniper,Conjure Image,58.24
Muerta,Dark Ascension,54.58
Alchemist,Assassinate,42.86
Hammer of Purity,Assassinate,49.45
Grimstroke,Laser,51.65
Mana Break,Nightmare,42.12
Eye of the Storm,Time Walk,52.01
Outworld Devourer,Powershot,49.08
Venomancer,Bash of the Deep,46.15
Wraith King,Counter Helix,57.51
Chen,Glaives of Wisdom,48.72
Techies,Dream Coil,53.85
Warlock,Storm Hammer,53.48
Noxious Plague,Wild Axes,57.88
Lone Druid,Ghoul Frenzy,48.72
Ogre Magi,Primal Roar,50.92
Sniper,Shadow Step,56.04
Blink Strike,Skewer,52.01
Lina,Brain Sap,47.25
Arc Warden,Hunter in the Night,45.42
Gyrocopter,Meld,49.82
Phantom Strike,True Form,53.11
Lina,Wrath of Nature,56.41
Vengeful Spirit,Static Link,44.32
Largo,Aftershock,53.85
Mirana,Headshot,41.03
Exorcism,Battery Assault,49.63
Warlock,Frogstomp,47.79
Cloak and Dagger,Dual Breath,51.84
Venomancer,Dream Coil,48.9
Techies,Mana Break,57.35
Lone Druid,Inner Beast,49.26
Blood Rite,Frostbite,55.88
Bristleback,Heartstopper Aura,50.0
Visage,Chakra Magic,42.28
Death Prophet,Fury Swipes,56.62
Viper,Coup de Grace,43.01
Dark Seer,Shukuchi,59.56
Lifestealer,Blink Strike,54.41
Thundergod's Wrath,Arcane Aura,47.06
Grow,Stifling Dagger,47.79
Troll Warlord,Juxtapose,44.49
Omniknight,Blink Strike,56.25
Luna,Dream Coil,63.97
God's Strength,Refraction,52.21
Corrosive Weaponry,Mana Break,51.47
Muerta,God's Strength,51.1
Troll Warlord,Coup de Grace,40.44
Luna,Elder Dragon Form,54.41
Hoodwink,Curse of Avernus,52.21
Dark Seer,Electric Vortex,50.37
Arena Of Blood,Anchor Smash,52.94
Tree Grab,True Form,56.25
Monkey King,Blade Dance,47.06
Corrosive Weaponry,Poison Sting,54.04
Inner Beast,Time Lock,51.47
Witch Doctor,Gush,48.9
Bristleback,Exorcism,52.94
Arc Warden,Corrosive Haze,52.21
Slardar,Blade Fury,55.35
Lion,Mind Flare,42.8
Paralyzing Cask,Rearm,45.39
Luna,Shadow Step,54.61
Bodyguard,Arc Lightning,57.56
Ogre Magi,Finger of Death,47.97
Shadow Shaman,Frostbite,49.82
Tidebringer,Shapeshift,54.24
Light Strike Array,Burrowstrike,52.4
Poison Touch,Sticky Napalm,43.17
Gyrocopter,Haunt,53.51
Clinkz,Juxtapose,46.49
Lina,Lucent Beam,48.71
Troll Warlord,Flak Cannon,49.82
Vengeful Spirit,Coup de Grace,47.23
Tidehunter,Trample,50.92
Laguna Blade,Decrepify,46.49
Venomancer,Marksmanship,39.48
Brewmaster,Uproar,56.83
Fissure,Earth Spike,53.87
Rubick,Ice Blast,56.46
Lunar Orbit,Anchor Smash,52.4
Rubick,Storm Hammer,48.34
Ghostship,Magic Missile,53.87
Crypt Swarm,Lightning Bolt,49.82
Bodyguard,Great Cleave,55.72
Razor,Focus Fire Facet,47.23
Lone Druid,Doppelganger,47.41
Keeper of the Light,Gush,47.41
Pugna,Poison Attack,52.22
Centaur Warrunner,Enrage,55.19
Viper,Geminate Attack,48.52
Muerta,Battle Trance,55.19
Spectre,Omnislash,42.96
Epicenter,Time Walk,49.26
Burrowstrike,Toss,48.52
Venomancer,Focus Fire Facet,41.11
Skywrath Mage,Thundergod's Wrath,49.26
Sniper,Dream Coil,56.3
Muerta,Feast of Souls,49.26
Repel,God's Strength,50.37
Primal Beast,Eye of the Storm,52.22
Strafe,Nightmare,38.15
Omniknight,Infest,53.33
Ghoul Frenzy,Immaterial,50.0
Bodyguard,Flak Cannon,65.56
Abaddon,Blade Fury,53.7
Jakiro,Hex,47.41
Slark,Strafe,43.33
Corrosive Weaponry,Coup de Grace,45.93
Grimstroke,Fiend's Grip,55.93
Morphling,Lightning Bolt,58.15
Frogstomp,Earth Spike,55.56
Wraith King,Corrosive Skin,63.7
Slark,Bodyguard,48.89
Ghoul Frenzy,Grow,45.56
Gyrocopter,Repel,58.15
Arena Of Blood,Counter Helix,52.59
Gyrocopter,Moon Glaives,55.93
Rubick,Fissure,51.11
Medusa,Haunt,59.63
Ringmaster,Wraithfire Blast,47.04
Primal Beast,Grow,50.37
Moon Glaives,Haunt,59.26
Electric Vortex,Burrowstrike,50.74
Exorcism,Shadow Wave,47.96
Bodyguard,Coup de Grace,53.16
Muerta,Coup de Grace,48.7
Corrosive Weaponry,Incapacitating Bite,47.21
Morphling,Bloodrage,48.33
Marksmanship,Wave of Terror,48.33
Blink,Diabolic Edict,53.9
Alchemist,Rot,52.04
Pulverize,Frogstomp,50.93
Electric Vortex,Blink,52.42
Ringmaster,Sacred Arrow,53.9
Ghoul Frenzy,Tree Grab,50.93
Windranger,Bodyguard,60.59
Necrophos,Exorcism,39.78
Shadow Fiend,Guardian Sprint,58.36
Rot,Scorched Earth,50.93
Troll Warlord,Bodyguard,53.9
Death Prophet,Elder Dragon Form,56.13
Pugna,Ether Shock,47.58
Disruptor,Ice Path,48.7
Enchantress,Stifling Dagger,55.76
Sticky Napalm,Arcane Curse,44.98
Sacred Arrow,Powershot,47.21
Arcane Orb,Arcane Bolt,52.79
Tidehunter,Repel,50.93
Void Spirit,Battery Assault,52.79
Saltwater Shiv,Coup de Grace,37.17
Chen,Bash of the Deep,43.87
Batrider,Crippling Fear,61.71
Timbersaw,Rot,46.84
Slardar,Corrosive Skin,59.11
Berserker's Blood,Enrage,53.16
Windranger,Blade Dance,47.21
Batrider,Overload,56.51
Lone Druid,Meld,44.61
Blink,Dragon Tail,63.57
Medusa,Fury Swipes,65.06
Time Walk,Skewer,56.13
Dark Seer,Storm Hammer,52.42
Doom,Heartstopper Aura,47.96
Hoodwink,Searing Arrows,52.42
Ancient Apparition,Infernal Blade,52.79
Techies,Entangle,48.33
Oracle,Mind Flare,46.1
Mass Serpent Ward,Frostbite,53.53
Terrorblade,Blink Strike,47.76
Corrosive Weaponry,Strafe,47.39
Lightning Bolt,Gush,52.61
Undying,Aftershock,51.49
Tinker,Mind Flare,46.64
Dream Coil,Tree Grab,52.99
Nyx Assassin,Meat Hook,50.0
Troll Warlord,Overpower,47.39
Uproar,Quill Spray,49.25
Timbersaw,Time Walk,50.0
Puck,Glaives of Wisdom,47.76
Nature's Prophet,Corrosive Haze,47.01
Enchant Totem,Blink Strike,41.42
Sniper,Flesh Golem,61.94
Juggernaut,Corrosive Weaponry,48.51
Time Walk,Time Dilation,60.45
Axe,Rot,53.36
Centaur Warrunner,Time Walk,58.96
Bounty Hunter,Battle Hunger,51.87
Fiend's Grip,Venomous Gale,63.43
Hoodwink,God's Strength,56.72
Phoenix,Rot,49.25
Earthshaker,Shrapnel,58.21
Enchant Totem,Wall of Replica,53.73
Lunar Orbit,Counter Helix,51.87
Terrorblade,Bodyguard,59.7
Lich,Avalanche,55.97
Keeper of the Light,Ice Path,52.24
Skywrath Mage,Sprout,55.6
Ghoul Frenzy,Nightmare,50.0
Earth Spike,Maledict,52.24
Mortal Strike,Reality Rift,47.01
Tidebringer,Blink Strike,51.12
Luna,God's Strength,60.07
Lina,Nethertoxin,53.73
Dark Willow,Marksmanship,47.39
Reflection,Conjure Image,43.66
Dark Willow,Strafe,52.43
Warlock,Light Strike Array,51.69
Tame the Beasts,Magic Missile,56.93
Gyrocopter,Time Lapse,60.3
Lifestealer,Immaterial,57.68
Rubick,Freezing Field,53.56
Ghostship,Vengeance Aura,62.55
Freezing Field,Rage,52.06
Doom,Corrosive Skin,51.31
Vengeful Spirit,Flak Cannon,53.93
Tinker,Torrent,46.07
Tinker,Fatal Bonds,48.69
Reality Rift,Overwhelming Odds,53.18
Witch Doctor,Frogstomp,49.81
Nightmare,Marksmanship,43.45
Rubick,Crypt Swarm,50.19
Drow Ranger,Astral Spirit,56.93
Pugna,Freezing Field,58.8
Rubick,Eclipse,48.69
Medusa,Glaives of Wisdom,64.42
Lich,Light Strike Array,47.94
Bristleback,Eye of the Storm,50.94
Ember Spirit,Empower,50.56
Omniknight,Uproar,58.05
Keeper of the Light,Lucent Beam,44.19
Feast of Souls,Elder Dragon Form,51.31
Lunar Orbit,Great Cleave,49.06
Terrorblade,Moon Glaives,59.93
Noxious Plague,Powershot,50.56
Zeus,Storm Hammer,50.56
Juggernaut,Earthshock,53.93
Muerta,Guardian Sprint,49.44
Leshrac,Ghostship,60.3
Arc Warden,Dream Coil,51.31
Chain Frost,Split Earth,59.18
Poison Attack,Overpower,47.94
Fiery Soul,God's Strength,56.55
Void Spirit,Finger of Death,45.69
Undying,Chaotic Offering,51.69
Hoodwink,Doppelganger,55.26
Tusk,Battery Assault,56.77
Luna,Marksmanship,48.12
Sniper,Entangle,56.02
Nature's Prophet,Dream Coil,52.26
Sniper,Summon Wolves,62.41
Skywrath Mage,Maledict,53.01
Corrosive Skin,True Form,57.14
Mars,Atrophy Aura,65.04
Monkey King,Blink Strike,54.89
Mars,Exorcism,50.38
Tinker,Midnight Pulse,52.63
Juggernaut,Astral Spirit,56.39
Muerta,Wukong's Command,51.88
Dark Seer,Time Walk,52.26
Marksmanship,Phase Shift,52.26
Lina,Illusory Orb,51.13
Dark Seer,Blink,51.88
Oracle,Chain Frost,55.64
Razor,Leap,59.02
Dragon Knight,Life Break,68.8
Clockwerk,Grow,47.37
Medusa,Time Lock,61.28
Kraken Shell,Retaliate,47.74
Enchantress,Marksmanship,46.99
Vengeful Spirit,Frost Arrows,43.98
Snapfire,God's Strength,45.86
Storm Surge,Exorcism,49.62
Hand of God,Tether,55.64
Ghoul Frenzy,Corrosive Weaponry,53.38
Juxtapose,Incapacitating Bite,50.0
Gyrocopter,Fiery Soul,53.76
Exorcism,Frost Shield,49.62
Magnus,Shukuchi,62.78
Clockwerk,Berserker's Blood,58.65
Exorcism,Crippling Fear,53.38
Pulse Nova,Ion Shell,46.62
Gush,Wrath of Nature,49.81
Monkey King,Insatiable Hunger,46.42
God's Strength,Anchor Smash,48.68
Windranger,Wyrm's Wrath,45.28
Shadow Shaman,Fiend's Grip,44.91
Scatterblast,Lil' Shredder,48.3
Windranger,Infernal Blade,57.74
Ancient Apparition,Focus Fire Facet,36.23
Dawnbreaker,Dispersion,63.4
Ghoul Frenzy,Blade Dance,46.04
Omniknight,Enchant Totem,54.34
Shadow Fiend,Headshot,56.23
Keeper of the Light,Frostbite,55.47
Brewmaster,Empower,57.36
Monkey King,Fiery Soul,52.08
Dawnbreaker,Burrowstrike,50.94
Rubick,Dragon Slave,46.79
Morphling,Psi Blades,54.34
Sniper,Reincarnation,68.68
Windrun,Shadow Strike,53.96
Slark,Crippling Fear,52.83
Morphling,Noxious Plague,58.11
Abaddon,Corrosive Skin,52.08
Exorcism,Kraken Shell,50.19
Sven,Enchant Totem,50.94
Storm Hammer,Cold Feet,55.47
Exorcism,Scorched Earth,47.92
Grimstroke,Fatal Bonds,56.23
Lina,Frogstomp,54.72
Hammer of Purity,Mortal Strike,43.77
Arc Warden,Battle Trance,53.21
Coup de Grace,Refraction,48.68
Wraith King,Berserker's Call,54.72
Void Spirit,Waveform,48.3
Largo,Shadow Word,47.55
Storm Hammer,Chaotic Offering,61.51
Jakiro,Blade Dance,38.11
Shukuchi,Whirling Death,60.38
Lifestealer,Corrosive Skin,55.85
Plasma Field,Exorcism,54.34
Shadow Demon,Ice Path,63.77
Overload,Assassinate,48.68
Monkey King,Hunter in the Night,51.7
Mirana,Refraction,58.11
Scatterblast,Firesnap Cookie,50.38
Arena Of Blood,Time Walk,61.74
Gyrocopter,Wall of Replica,58.71
Gorgon's Grasp,Rearm,41.29
Arc Warden,Bloodrage,50.76
Shadow Fiend,Reactive Tazer,55.3
Dark Willow,Phase Shift,57.95
Stifling Dagger,Walrus PUNCH!,43.94
Ogre Magi,Enchant Totem,56.06
Lifestealer,Phantom Rush,51.14
Marci,Tree Grab,47.73
Invoker,Bash of the Deep,39.02
Storm Spirit,Glaives of Wisdom,60.23
Muerta,Focus Fire Facet,44.32
Reincarnation,Battery Assault,53.03
Meat Hook,Slithereen Crush,50.38
Terrorblade,Dream Coil,57.2
Arc Lightning,Shadow Wave,49.62
Rubick,Light Strike Array,60.61
Techies,Battle Trance,50.76
Windranger,Inner Beast,48.11
Medusa,Strafe,53.03
Focus Fire Facet,Poison Touch,45.08
Berserker's Blood,Double Edge,54.55
Mirana,Shadow Step,40.53
Lina,Sonic Wave,43.56
Lightning Bolt,Laser,54.92
Mirana,Focus Fire Facet,40.53
Gyrocopter,Searing Arrows,53.41
Nature's Prophet,Impetus,50.38
Ancient Apparition,Wrath of Nature,47.35
Earth Spirit,Skewer,49.62
Vengeful Spirit,Omnislash,49.24
Magnus,Dragon Tail,53.79
Slark,Incapacitating Bite,44.7
Witch Doctor,Fissure,49.62
Vengeful Spirit,God's Strength,53.03
Medusa,Moon Glaives,53.41
Earthshaker,Shadowraze,50.0
Monkey King,Corrosive Haze,54.92
Pugna,Meat Hook,48.11
Huskar,Assassinate,46.21
Noxious Plague,Magic Missile,56.82
Skywrath Mage,Laser,43.18
Marksmanship,Searing Arrows,42.42
Ringmaster,Meat Hook,54.17
Mirana,Impetus,47.35
Wraith King,Heartstopper Aura,55.3
Arc Warden,Heavenly Jump,50.38
Tidehunter,Nature's Attendants,54.55
Keeper of the Light,Nether Blast,45.45
Doom,Rot,48.86
Grimstroke,Infernal Blade,53.23
Visage,Lightning Bolt,46.77
Grow,Inner Beast,47.15
Powershot,Sonic Wave,43.35
Enchant Totem,Reality Rift,51.33
Electric Vortex,Windrun,51.71
Witch Doctor,Powershot,51.33
Largo,Shallow Grave,52.85
Ghoul Frenzy,Bloodrage,49.81
Rubick,Glaives of Wisdom,53.99
Hammer of Purity,Enchant Totem,45.25
Slark,Skeleton Walk,49.81
Oracle,Finger of Death,38.78
Nature's Prophet,Guardian Sprint,49.43
Lich,Shrapnel,50.95
Arc Warden,Wall of Replica,51.33
Lich,Sacred Arrow,55.51
Techies,Illusory Orb,51.71
Doom,Vengeance Aura,53.61
Largo,Magic Missile,57.79
Snapfire,Poison Attack,49.43
Meat Hook,Wraithfire Blast,47.91
Sniper,Illusory Orb,52.47
Dazzle,Corrosive Weaponry,47.15
Doppelganger,Elder Dragon Form,49.05
Hoodwink,Saltwater Shiv,52.85
Starstorm,Rearm,51.33
Mana Drain,Magic Missile,50.57
Lifestealer,Anchor Smash,51.71
Gyrocopter,Blade Dance,54.75
Drow Ranger,Entangle,46.39
Oracle,Wraithfire Blast,46.77
Nyx Assassin,Storm Hammer,56.65
Hoodwink,Poison Sting,55.89
Invoker,Laguna Blade,40.68
Oracle,Homing Missile,52.09
Mirana,Mortal Strike,49.43
Grimstroke,Meat Hook,49.05
Bodyguard,God's Strength,51.71
Oracle,Infernal Blade,53.82
Thirst,Battery Assault,57.63
Rubick,Earth Spike,55.34
Enchant Totem,Assassinate,49.24
Morphling,Arc Lightning,57.63
Muerta,Geminate Attack,54.96
Time Walk,Flaming Lasso,54.2
Tinker,Nature's Grasp,48.09
Hoodwink,Phantasm,63.74
Take Aim,Impetus,41.98
Lifestealer,Omnislash,46.18
Grimstroke,Light Strike Array,51.91
Lone Druid,Corrosive Weaponry,49.24
Sniper,Overcharge,58.02
Pangolier,Exorcism,54.96
Kez,Phantom Strike,50.38
Hoodwink,Split Shot,51.91
Oracle,Torrent,58.78
Oracle,Shockwave,51.53
Grow,Berserker's Blood,51.53
Bloodseeker,Blink Strike,51.91
Luna,Strafe,55.73
Cloak and Dagger,Scream Of Pain,52.29
Axe,Blade Fury,53.44
Vengeance Aura,Laser,56.11
Oracle,Fissure,61.07
Focus Fire Facet,Surge,48.47
Clinkz,Blade Dance,39.69
Venomancer,Saltwater Shiv,43.51
Arc Warden,Refraction,50.38
Mortal Strike,Tree Grab,50.76
Counter Helix,Reincarnation,59.54
Tinker,Maledict,46.18
Earth Spirit,Berserker's Blood,46.18
Leshrac,Brain Sap,60.69
Rupture,Skewer,49.62
Thirst,Laguna Blade,53.44
Witch Doctor,Avalanche,60.31
Mana Break,Phantasm,50.76
Skywrath Mage,Arcane Aura,51.53
Silencer,Phase Shift,54.79
Oracle,Chaos Bolt,59.39
Dragon Knight,Pulverize,53.64
Dark Seer,Blink,57.09
True Form,Quill Spray,47.89
Rubick,Shadowraze,46.74
Techies,Spin Web,62.07
Crystal Maiden,Marksmanship,42.53
Slardar,Uproar,46.74
Tinker,Paralyzing Cask,48.28
Viper,Burning Spear,50.19
Huskar,Lucent Beam,42.91
Hoodwink,Corrosive Haze,58.62
Ogre Magi,Dismember,56.32
Corrosive Skin,Pulse Nova,53.26
Jakiro,Ghoul Frenzy,49.04
Leech Seed,Living Armor,54.02
Meat Hook,Chain Frost,51.34
Monkey King,Bodyguard,57.47
Disruptor,Gush,56.7
Morphling,Assassinate,52.11
Nature's Prophet,Poison Touch,50.19
Hoodwink,Ghoul Frenzy,52.49
Great Cleave,Inner Beast,47.13
Croak of Genius,Assassinate,46.74
Hoodwink,Dark Ascension,50.57
Slark,Battery Assault,49.81
Frost Arrows,Poison Attack,45.98
God's Strength,Guardian Sprint,47.13
Earth Spike,Magic Missile,62.07
Shadow Fiend,Multishot,52.11
Drow Ranger,Shadow Step,57.85
Sniper,Ghoul Frenzy,59.77
Nether Swap,Blink,50.19
Slark,Haunt,41.76
Great Cleave,Blink Strike,45.98
Mirana,Bloodrage,45.21
Troll Warlord,Static Link,43.68
Fiery Soul,Illusory Orb,50.57
Slark,Geminate Attack,48.28
Viper,Ghoul Frenzy,45.98
Counter Helix,True Form,54.41
Earth Spirit,Exorcism,54.23
Aftershock,Chakram,68.85
Heavenly Jump,Dream Coil,51.15
Tidehunter,Life Break,58.08
Tree Grab,Inner Beast,45.38
Mirana,Spirit Lance,45.77
Viper,Headshot,40.38
Witch Doctor,Meat Hook,50.0
Arena Of Blood,Blink,62.31
Mirana,Shackleshot,44.62
Moon Glaives,Dark Ascension,57.69
Juggernaut,Reality Rift,50.77
Omnislash,Guardian Sprint,50.38
Witch Doctor,Penitence,48.85
Gyrocopter,Enrage,63.08
Spirit Breaker,Pulverize,53.85
Lunar Orbit,Blade Fury,56.54
Razor,Thirst,58.08
Immaterial,Tidebringer,52.69
Pulverize,Slithereen Crush,52.31
Pulverize,Catchy Lick,50.38
Oracle,Light Strike Array,53.85
Dark Seer,Rearm,43.85
Storm Hammer,Slithereen Crush,48.46
Terrorblade,Immaterial,56.15
Mirana,Corrosive Haze,49.62
Brain Sap,Magic Missile,42.31
Fiend's Grip,Hex,47.31
Dream Coil,Flak Cannon,51.15
Visage,Magic Missile,46.92
Pulverize,Rot,54.23
Grimstroke,Disruption,53.85
Shadow Demon,Frostbite,46.92
Bloodrage,Coup de Grace,40.0
Repel,Tidebringer,54.62
Mirana,Phase Shift,56.92
Ravage,Shukuchi,58.3
Chen,Mana Break,54.05
Monkey King,Coup de Grace,51.35
Tidehunter,Frost Shield,52.51
Arc Warden,Time Lapse,54.05
Mars,Blink,57.92
Pangolier,Coup de Grace,53.28
Snapfire,Bodyguard,60.23
Spectre,Blink Strike,43.24
